,State,FIPS,County [2],County Seat,population,total area km,total area mi,Latitude,Longitude
2462,TN,47067,Hancock,Sneedville,"6,819",578.842,223.492,+36.521420°,–83.227453°
2463,TN,47069,Hardeman,Bolivar,"27,253","1,736.28",670.381,+35.218131°,–88.989037°
2464,TN,47071,Hardin,Savannah,"26,026","1,544.40",596.294,+35.201893°,–88.185696°
2465,TN,47073,Hawkins,Rogersville,"56,833","1,293.95",499.597,+36.452206°,–82.931386°
2466,TN,47075,Haywood,Brownsville,"18,787","1,383.21",534.061,+35.586690°,–89.282536°
2467,TN,47077,Henderson,Lexington,"27,769","1,362.03",525.884,+35.653995°,–88.387674°
2468,TN,47079,Henry,Paris,"32,330","1,536.94",593.416,+36.325398°,–88.300384°
2469,TN,47081,Hickman,Centerville,"24,690","1,586.70",612.628,+35.802396°,–87.467114°
2470,TN,47083,Houston,Erin,"8,426",536.062,206.974,+36.285777°,–87.705605°
2471,TN,47085,Humphreys,Waverly,"18,538","1,441.85",556.702,+36.040440°,–87.790625°
2472,TN,47087,Jackson,Gainesboro,"11,638",827.565,319.525,+36.354242°,–85.674182°
2473,TN,47089,Jefferson,Dandridge,"51,407",814.045,314.305,+36.048479°,–83.440966°
2474,TN,47091,Johnson,Mountain City,"18,244",784.048,302.723,+36.453204°,–81.861237°
2475,TN,47093,Knox,Knoxville,"432,226","1,361.99",525.866,+35.992727°,–83.937721°
2476,TN,47095,Lake,Tiptonville,"7,832",502.181,193.893,+36.333905°,–89.485537°
2477,TN,47097,Lauderdale,Ripley,"27,815","1,314.63",507.581,+35.762951°,–89.627732°
2478,TN,47099,Lawrence,Lawrenceburg,"41,869","1,600.59",617.989,+35.220476°,–87.396546°
2479,TN,47101,Lewis,Hohenwald,"12,161",731.64,282.487,+35.523244°,–87.496983°
2480,TN,47103,Lincoln,Fayetteville,"33,361","1,478.16",570.72,+35.142532°,–86.593388°
2481,TN,47105,Loudon,Loudon,"48,556",640.685,247.37,+35.737450°,–84.316204°
2482,TN,47107,McMinn,Lafayette,"52,266","1,119.35",432.183,+35.424471°,–84.619963°
2483,TN,47109,McNairy,Jackson,"26,075","1,459.75",563.612,+35.175626°,–88.564671°
2484,TN,47111,Macon,Jasper,"22,248",795.745,307.239,+36.537838°,–86.001231°
2485,TN,47113,Madison,Lewisburg,"98,294","1,446.84",558.626,+35.606056°,–88.833424°
2486,TN,47115,Marion,Columbia,"28,237","1,326.73",512.253,+35.133422°,–85.618399°
2487,TN,47117,Marshall,Athens,"30,617",974.239,376.156,+35.468387°,–86.765886°
2488,TN,47119,Maury,Selmer,"80,956","1,594.34",615.578,+35.615696°,–87.077763°
2489,TN,47121,Meigs,Decatur,"11,753",561.376,216.749,+35.503397°,–84.823888°
2490,TN,47123,Monroe,Madisonville,"44,519","1,690.12",652.559,+35.447666°,–84.249786°
2491,TN,47125,Montgomery,Clarksville,"172,331","1,408.51",543.83,+36.500354°,–87.380887°
2492,TN,47127,Moore,Lynchburg,"6,362",337.778,130.417,+35.288889°,–86.358684°
2493,TN,47129,Morgan,Wartburg,"21,987","1,353.25",522.493,+36.138697°,–84.639262°
2494,TN,47131,Obion,Union City,"31,807","1,438.76",555.506,+36.358175°,–89.150175°
2495,TN,47133,Overton,Livingston,"22,083","1,126.22",434.834,+36.344850°,–85.283076°
2496,TN,47135,Perry,Linden,"7,915","1,095.23",422.872,+35.659785°,–87.877027°
2497,TN,47137,Pickett,Byrdstown,"5,077",451.936,174.494,+36.559364°,–85.075741°
2498,TN,47139,Polk,Benton,"16,825","1,145.64",442.334,+35.109437°,–84.541112°
2499,TN,47141,Putnam,Cookeville,"72,321","1,042.64",402.564,+36.140807°,–85.496928°
2500,TN,47143,Rhea,Dayton,"31,809",871.286,336.405,+35.600587°,–84.949552°
2501,TN,47145,Roane,Kingston,"54,181","1,022.99",394.977,+35.847472°,–84.523861°
2502,TN,47147,Robertson,Springfield,"66,283","1,234.03",476.461,+36.527530°,–86.869377°
2503,TN,47149,Rutherford,Murfreesboro,"262,604","1,616.29",624.053,+35.843369°,–86.417213°
2504,TN,47151,Scott,Huntsville,"22,228","1,381.06",533.229,+36.437239°,–84.498386°
2505,TN,47153,Sequatchie,Dunlap,"14,112",689.049,266.044,+35.372335°,–85.410344°
2506,TN,47155,Sevier,Sevierville,"89,889","1,548.08",597.718,+35.791284°,–83.521955°
2507,TN,47157,Shelby,Memphis,"927,644","2,033.19",785.018,+35.183794°,–89.895397°
2508,TN,47159,Smith,Carthage,"19,166",842.711,325.373,+36.255650°,–85.942078°
2509,TN,47161,Stewart,Dover,"13,324","1,276.89",493.011,+36.511756°,–87.851548°
2510,TN,47163,Sullivan,Blountville,"156,823","1,112.94",429.707,+36.510212°,–82.299397°
2511,TN,47165,Sumner,Gallatin,"160,645","1,406.93",543.217,+36.470015°,–86.458517°
2512,TN,47167,Tipton,Covington,"61,081","1,225.88",473.314,+35.500297°,–89.763708°
2513,TN,47169,Trousdale,Hartsville,"7,870",302.104,116.643,+36.393030°,–86.156691°
2514,TN,47171,Unicoi,Erwin,"18,313",483.016,186.493,+36.100215°,–82.418245°
2515,TN,47173,Union,Maynardville,"19,109",640.083,247.137,+36.284140°,–83.836088°
2516,TN,47175,Van Buren,Spencer,"5,548",711.036,274.532,+35.699245°,–85.458411°
2517,TN,47177,Warren,McMinnville,"39,839","1,124.14",434.035,+35.678282°,–85.777363°
2518,TN,47179,Washington,Jonesborough,"122,979",854.173,329.798,+36.295665°,–82.495037°
2519,TN,47181,Wayne,Waynesboro,"17,021","1,905.33",735.653,+35.242687°,–87.819703°
2520,TN,47183,Weakley,Dresden,"35,021","1,506.82",581.785,+36.303523°,–88.720785°
2521,TN,47185,White,Sparta,"25,841",982.707,379.425,+35.927062°,–85.455766°
2522,TN,47187,Williamson,Franklin,"183,182","1,511.95",583.768,+35.894972°,–86.896958°
2523,TN,47189,Wilson,Lebanon,"113,993","1,510.47",583.196,+36.148476°,–86.290210°
2524,TX,48001,Anderson,Palestine,"58,458","2,792.01","1,078.00",+31.841266°,–95.661744°
2525,TX,48003,Andrews,Andrews,"14,786","3,887.79","1,501.08",+32.312258°,–102.640206°
2526,TX,48005,Angelina,Lufkin,"86,771","2,239.58",864.706,+31.251951°,–94.611056°
2527,TX,48007,Aransas,Rockport,"23,158","1,367.49",527.991,+28.104225°,–96.977983°
2528,TX,48009,Archer,Archer City,"9,054","2,396.82",925.418,+33.616305°,–98.687267°
2529,TX,48011,Armstrong,Claude,"1,901","2,366.80",913.827,+34.964179°,–101.356636°
2530,TX,48013,Atascosa,Jourdanton,"44,911","3,163.60","1,221.47",+28.894296°,–98.528187°
2531,TX,48015,Austin,Bellville,"28,417","1,700.03",656.383,+29.891901°,–96.270170°
2532,TX,48017,Bailey,Muleshoe,"7,165","2,143.17",827.481,+34.067521°,–102.830345°
2533,TX,48019,Bandera,Bandera,"20,485","2,065.87",797.636,+29.755748°,–99.260682°
2534,TX,48021,Bastrop,Bastrop,"74,171","2,319.45",895.546,+30.103128°,–97.311859°
2535,TX,48023,Baylor,Seymour,"3,726","2,333.75",901.067,+33.618172°,–99.197228°
2536,TX,48025,Bee,Beeville,"31,861","2,280.06",880.334,+28.416077°,–97.742586°
2537,TX,48027,Bell,Belton,"310,235","2,817.48","1,087.84",+31.042110°,–97.481921°
2538,TX,48029,Bexar,San Antonio,"1,714,773","3,253.25","1,256.09",+29.448671°,–98.520147°
2539,TX,48031,Blanco,Johnson City,"10,497","1,847.77",713.427,+30.265605°,–98.399977°
2540,TX,48033,Borden,Gail,641,"2,346.66",906.052,+32.744062°,–101.433033°
2541,TX,48035,Bosque,Meridian,"18,212","2,596.57","1,002.54",+31.900764°,–97.637632°
2542,TX,48037,Bowie,Boston,"92,565","2,390.47",922.968,+33.446051°,–94.422375°
2543,TX,48039,Brazoria,Angleton,"313,166","4,166.22","1,608.59",+29.167818°,–95.434647°
2544,TX,48041,Brazos,Bryan,"194,851","1,531.30",591.238,+30.656725°,–96.302389°
2545,TX,48043,Brewster,Alpine,"9,232","16,037.86","6,192.25",+29.808997°,–103.252458°
2546,TX,48045,Briscoe,Silverton,"1,637","2,335.06",901.572,+34.525173°,–101.205893°
2547,TX,48047,Brooks,Falfurrias,"7,223","2,444.04",943.65,+27.034994°,–98.215276°
2548,TX,48049,Brown,Brownwood,"38,106","2,478.50",956.954,+31.764103°,–98.998470°
2549,TX,48051,Burleson,Caldwell,"17,187","1,752.94",676.812,+30.493487°,–96.622091°
2550,TX,48053,Burnet,Burnet,"42,750","2,645.06","1,021.26",+30.789616°,–98.201195°
2551,TX,48055,Caldwell,Lockhart,"38,066","1,417.14",547.162,+29.840422°,–97.631097°
2552,TX,48057,Calhoun,Port Lavaca,"21,381","2,674.62","1,032.68",+28.445366°,–96.583300°
2553,TX,48059,Callahan,Baird,"13,544","2,334.26",901.263,+32.293150°,–99.372249°
2554,TX,48061,Cameron,Brownsville,"406,220","3,306.01","1,276.46",+26.102923°,–97.478958°
2555,TX,48063,Camp,Pittsburg,"12,401",526.372,203.233,+32.974581°,–94.979085°
2556,TX,48065,Carson,Panhandle,"6,182","2,393.42",924.106,+35.405496°,–101.355356°
2557,TX,48067,Cass,Linden,"30,464","2,487.22",960.322,+33.083698°,–94.357579°
2558,TX,48069,Castro,Dimmitt,"8,062","2,329.16",899.293,+34.533621°,–102.258786°
2559,TX,48071,Chambers,Anahuac,"35,096","2,256.35",871.183,+29.703933°,–94.668875°
2560,TX,48073,Cherokee,Rusk,"50,845","2,751.06","1,062.19",+31.843859°,–95.156504°
2561,TX,48075,Childress,Childress,"7,041","1,848.52",713.716,+34.529337°,–100.208336°
2562,TX,48077,Clay,Henrietta,"10,752","2,892.38","1,116.75",+33.785904°,–98.212918°
2563,TX,48079,Cochran,Morton,"3,127","2,007.86",775.238,+33.608440°,–102.830449°
2564,TX,48081,Coke,Robert Lee,"3,320","2,403.49",927.991,+31.877105°,–100.635236°
2565,TX,48083,Coleman,Coleman,"8,895","3,318.90","1,281.43",+31.914205°,–99.346622°
2566,TX,48085,Collin,McKinney,"782,341","2,295.00",886.104,+33.193885°,–96.578153°
2567,TX,48087,Collingsworth,Wellington,"3,057","2,381.03",919.321,+34.963358°,–100.272135°
2568,TX,48089,Colorado,Columbus,"20,874","2,521.83",973.686,+29.595908°,–96.508389°
2569,TX,48091,Comal,New Braunfels,"108,472","1,488.93",574.878,+29.803019°,–98.255201°
2570,TX,48093,Comanche,Comanche,"13,974","2,454.49",947.684,+31.951645°,–98.549617°
2571,TX,48095,Concho,Paint Rock,"4,087","2,573.65",993.693,+31.318865°,–99.863648°
2572,TX,48097,Cooke,Gainesville,"38,437","2,326.95",898.44,+33.639169°,–97.210372°
2573,TX,48099,Coryell,Gatesville,"75,388","2,736.99","1,056.76",+31.391177°,–97.798022°
2574,TX,48101,Cottle,Paducah,"1,505","2,335.17",901.615,+34.091906°,–100.276442°
2575,TX,48103,Crane,Crane,"4,375","2,035.02",785.724,+31.422797°,–102.487774°
2576,TX,48105,Crockett,Ozona,"3,719","7,271.00","2,807.35",+30.717532°,–101.404211°
2577,TX,48107,Crosby,Crosbyton,"6,059","2,335.38",901.694,+33.609144°,–101.298710°
2578,TX,48109,Culberson,Van Horn,"2,398","9,875.66","3,813.01",+31.445909°,–104.526945°
2579,TX,48111,Dallam,Dalhart,"6,703","3,898.61","1,505.26",+36.286370°,–102.594020°
2580,TX,48113,Dallas,Dallas,"2,368,139","2,353.30",908.614,+32.766987°,–96.778424°
2581,TX,48115,Dawson,Lamesa,"13,833","2,336.50",902.129,+32.741934°,–101.947322°
2582,TX,48117,Deaf Smith,Hereford,"19,372","3,880.80","1,498.38",+34.940766°,–102.607564°
2583,TX,48119,Delta,Cooper,"5,231",719.84,277.932,+33.385933°,–95.673350°
2584,TX,48121,Denton,Denton,"662,614","2,468.20",952.977,+33.205005°,–97.119046°
2585,TX,48123,DeWitt,Cuero,"20,097","2,358.16",910.489,+29.082342°,–97.361656°
2586,TX,48125,Dickens,Dickens,"2,444","2,344.51",905.221,+33.614666°,–100.786095°
2587,TX,48127,Dimmit,Carrizo Springs,"9,996","3,456.37","1,334.51",+28.423587°,–99.765871°
2588,TX,48129,Donley,Clarendon,"3,677","2,416.58",933.046,+34.955036°,–100.815846°
2589,TX,48131,Duval,San Diego,"11,782","4,650.57","1,795.60",+27.681123°,–98.497393°
2590,TX,48133,Eastland,Eastland,"18,583","2,413.65",931.915,+32.324645°,–98.836560°
2591,TX,48135,Ector,Odessa,"137,130","2,335.60",901.779,+31.865301°,–102.542507°
2592,TX,48137,Edwards,Rocksprings,"2,002","5,490.43","2,119.87",+29.985877°,–100.307373°
2593,TX,48139,Ellis,El Paso,"149,610","2,465.02",951.748,+32.347279°,–96.798336°
2594,TX,48141,El Paso,Waxahachie,"800,647","2,628.73","1,014.96",+31.766403°,–106.241391°
2595,TX,48143,Erath,Stephenville,"37,890","2,822.59","1,089.81",+32.238136°,–98.222377°
2596,TX,48145,Falls,Marlin,"17,866","2,004.24",773.841,+31.251930°,–96.934128°
2597,TX,48147,Fannin,Bonham,"33,915","2,328.10",898.884,+33.591161°,–96.104988°
2598,TX,48149,Fayette,La Grange,"24,554","2,485.89",959.808,+29.877886°,–96.921231°
2599,TX,48151,Fisher,Roby,"3,974","2,335.53",901.753,+32.740473°,–100.403120°
2600,TX,48153,Floyd,Floydada,"6,446","2,570.62",992.523,+34.073731°,–101.303274°
2601,TX,48155,Foard,Crowell,"1,336","1,832.89",707.685,+33.980404°,–99.777427°
2602,TX,48157,Fort Bend,Richmond,"585,375","2,293.02",885.341,+29.526602°,–95.771015°
2603,TX,48159,Franklin,Mount Vernon,"10,605",763.445,294.768,+33.175846°,–95.219066°
2604,TX,48161,Freestone,Fairfield,"19,816","2,310.25",891.992,+31.701654°,–96.144237°
2605,TX,48163,Frio,Pearsall,"17,217","2,937.94","1,134.35",+28.869334°,–99.108788°
2606,TX,48165,Gaines,Seminole,"17,526","3,892.40","1,502.86",+32.743942°,–102.631562°
2607,TX,48167,Galveston,Galveston,"291,309","2,263.15",873.808,+29.228706°,–94.894865°
2608,TX,48169,Garza,Post,"6,461","2,321.15",896.199,+33.183792°,–101.301134°
2609,TX,48171,Gillespie,Fredericksburg,"24,837","2,749.74","1,061.68",+30.326390°,–98.942106°
2610,TX,48173,Glasscock,Garden City,"1,226","2,333.80",901.085,+31.868591°,–101.528971°
2611,TX,48175,Goliad,Goliad,"7,210","2,225.76",859.369,+28.660700°,–97.430415°
2612,TX,48177,Gonzales,Gonzales,"19,807","2,770.91","1,069.85",+29.468704°,–97.477738°
2613,TX,48179,Gray,Pampa,"22,535","2,406.96",929.333,+35.402542°,–100.812374°
2614,TX,48181,Grayson,Sherman,"120,877","2,536.06",979.177,+33.624508°,–96.675699°
2615,TX,48183,Gregg,Longview,"121,730",714.224,275.764,+32.486397°,–94.816276°
2616,TX,48185,Grimes,Anderson,"26,604","2,076.14",801.603,+30.543231°,–95.988082°
2617,TX,48187,Guadalupe,Seguin,"131,533","1,851.36",714.815,+29.583208°,–97.949027°
2618,TX,48189,Hale,Plainview,"36,273","2,602.36","1,004.78",+34.068436°,–101.822888°
2619,TX,48191,Hall,Memphis,"3,353","2,341.60",904.097,+34.453189°,–100.576343°
2620,TX,48193,Hamilton,Hamilton,"8,517","2,166.25",836.392,+31.706982°,–98.111794°
2621,TX,48195,Hansford,Spearman,"5,613","2,383.85",920.408,+36.272847°,–101.356930°
2622,TX,48197,Hardeman,Quanah,"4,139","1,804.89",696.87,+34.289904°,–99.745697°
2623,TX,48199,Hardin,Kountze,"54,635","2,324.65",897.552,+30.329612°,–94.393149°
2624,TX,48201,Harris,Houston,"4,092,459","4,603.66","1,777.48",+29.857273°,–95.393037°
2625,TX,48203,Harrison,Marshall,"65,631","2,371.79",915.754,+32.547993°,–94.374425°
2626,TX,48205,Hartley,Channing,"6,062","3,789.67","1,463.20",+35.840244°,–102.610047°
2627,TX,48207,Haskell,Haskell,"5,899","2,357.57",910.263,+33.175965°,–99.730773°
2628,TX,48209,Hays,San Marcos,"157,107","1,760.99",679.923,+30.061225°,–98.029267°
2629,TX,48211,Hemphill,Canadian,"3,807","2,362.48",912.157,+35.816237°,–100.284807°
2630,TX,48213,Henderson,Athens,"78,532","2,456.17",948.331,+32.211633°,–95.853418°
2631,TX,48215,Hidalgo,Edinburg,"774,769","4,099.71","1,582.91",+26.396384°,–98.180990°
2632,TX,48217,Hill,Hillsboro,"35,089","2,553.00",985.72,+31.982240°,–97.129886°
2633,TX,48219,Hockley,Levelland,"22,935","2,353.17",908.564,+33.605932°,–102.343398°
2634,TX,48221,Hood,Granbury,"51,182","1,131.38",436.828,+32.430149°,–97.831677°
2635,TX,48223,Hopkins,Sulphur Springs,"35,161","2,053.27",792.772,+33.148959°,–95.565194°
2636,TX,48225,Houston,Crockett,"23,732","3,202.71","1,236.58",+31.323036°,–95.421600°
2637,TX,48227,Howard,Big Spring,"35,012","2,341.88",904.205,+32.303583°,–101.438530°
2638,TX,48229,Hudspeth,Sierra Blanca,"3,476","11,840.98","4,571.83",+31.450868°,–105.377549°
2639,TX,48231,Hunt,Greenville,"86,129","2,284.43",882.023,+33.123438°,–96.083807°
2640,TX,48233,Hutchinson,Stinnett,"22,150","2,317.92",894.952,+35.837047°,–101.362746°
2641,TX,48235,Irion,Mertzon,"1,599","2,723.71","1,051.63",+31.303424°,–100.981304°
2642,TX,48237,Jack,Jacksboro,"9,044","2,383.12",920.126,+33.232277°,–98.171902°
2643,TX,48239,Jackson,Edna,"14,075","2,219.29",856.872,+28.959802°,–96.589080°
2644,TX,48241,Jasper,Jasper,"35,710","2,511.51",969.697,+30.752932°,–94.022294°
2645,TX,48243,Jeff Davis,Fort Davis,"2,342","5,865.38","2,264.64",+30.617087°,–104.187860°
2646,TX,48245,Jefferson,Beaumont,"252,273","2,881.75","1,112.65",+29.854000°,–94.149331°
2647,TX,48247,Jim Hogg,Hebbronville,"5,300","2,942.68","1,136.17",+27.041212°,–98.700127°
2648,TX,48249,Jim Wells,Alice,"40,838","2,248.99",868.34,+27.733516°,–98.090814°
2649,TX,48251,Johnson,Cleburne,"150,934","1,902.25",734.464,+32.379511°,–97.364823°
2650,TX,48253,Jones,Anson,"20,202","2,427.17",937.137,+32.743709°,–99.874430°
2651,TX,48255,Karnes,Karnes City,"14,824","1,951.68",753.548,+28.907618°,–97.860767°
2652,TX,48257,Kaufman,Kaufman,"103,350","2,091.83",807.66,+32.598944°,–96.288378°
2653,TX,48259,Kendall,Boerne,"33,410","1,717.24",663.031,+29.944524°,–98.711094°
2654,TX,48261,Kenedy,Sarita,416,"5,039.59","1,945.80",+26.890232°,–97.591233°
2655,TX,48263,Kent,Jayton,808,"2,338.55",902.918,+33.184780°,–100.769720°
2656,TX,48265,Kerr,Kerrville,"49,625","2,867.83","1,107.28",+30.053928°,–99.351968°
2657,TX,48267,Kimble,Junction,"4,607","3,240.54","1,251.18",+30.479472°,–99.746396°
2658,TX,48269,King,Guthrie,286,"2,365.55",913.342,+33.614159°,–100.250548°
2659,TX,48271,Kinney,Brackettville,"3,598","3,535.65","1,365.12",+29.347087°,–100.417700°
2660,TX,48273,Kleberg,Kingsville,"32,061","2,823.62","1,090.21",+27.438735°,–97.660620°
2661,TX,48275,Knox,Benjamin,"3,719","2,215.68",855.477,+33.616657°,–99.747112°
2662,TX,48277,Lamar,Cotulla,"49,793","2,416.73",933.103,+33.667263°,–95.570348°
2663,TX,48279,Lamb,Paris,"13,977","2,635.87","1,017.72",+34.068862°,–102.348018°
2664,TX,48281,Lampasas,Littlefield,"19,677","1,849.08",713.934,+31.196731°,–98.240889°
2665,TX,48283,La Salle,Lampasas,"6,886","3,870.05","1,494.24",+28.351098°,–99.096774°
2666,TX,48285,Lavaca,Hallettsville,"19,263","2,513.42",970.436,+29.382578°,–96.923633°
2667,TX,48287,Lee,Giddings,"16,612","1,642.31",634.1,+30.321105°,–96.976365°
2668,TX,48289,Leon,Centerville,"16,801","2,798.79","1,080.62",+31.300493°,–95.995622°
2669,TX,48291,Liberty,Liberty,"75,643","3,046.70","1,176.34",+30.162189°,–94.822682°
2670,TX,48293,Limestone,Groesbeck,"23,384","2,416.88",933.164,+31.547543°,–96.593623°
2671,TX,48295,Lipscomb,Lipscomb,"3,302","2,414.63",932.294,+36.280200°,–100.272683°
2672,TX,48297,Live Oak,George West,"11,531","2,794.29","1,078.88",+28.351535°,–98.126961°
2673,TX,48299,Llano,Llano,"19,301","2,501.56",965.856,+30.707585°,–98.684690°
2674,TX,48301,Loving,Mentone,82,"1,752.66",676.706,+31.844936°,–103.561229°
2675,TX,48303,Lubbock,Lubbock,"278,831","2,332.80",900.7,+33.611469°,–101.819944°
2676,TX,48305,Lynn,Tahoka,"5,915","2,314.10",893.477,+33.178412°,–101.818493°
2677,TX,48307,McCulloch,Madisonville,"8,283","2,780.17","1,073.43",+31.205477°,–99.359856°
2678,TX,48309,McLennan,Jefferson,"234,906","2,745.99","1,060.23",+31.549493°,–97.201472°
2679,TX,48311,McMullen,Stanton,707,"2,996.06","1,156.79",+28.384922°,–98.578853°
2680,TX,48313,Madison,Mason,"13,664","1,223.60",472.433,+30.966878°,–95.930372°
2681,TX,48315,Marion,Bay City,"10,546","1,088.63",420.322,+32.797757°,–94.357673°
2682,TX,48317,Martin,Eagle Pass,"4,799","2,371.63",915.69,+32.309830°,–101.961836°
2683,TX,48319,Mason,Brady,"4,012","2,414.42",932.214,+30.703232°,–99.237608°
2684,TX,48321,Matagorda,Waco,"36,702","4,176.38","1,612.51",+28.783341°,–95.997755°
2685,TX,48323,Maverick,Tilden,"54,258","3,345.69","1,291.78",+28.745217°,–100.311368°
2686,TX,48325,Medina,Hondo,"46,006","3,456.43","1,334.53",+29.353661°,–99.111085°
2687,TX,48327,Menard,Menard,"2,242","2,336.86",902.267,+30.883707°,–99.854936°
2688,TX,48329,Midland,Midland,"136,872","2,336.30",902.05,+31.870896°,–102.024326°
2689,TX,48331,Milam,Cameron,"24,757","2,646.38","1,021.77",+30.791242°,–96.984395°
2690,TX,48333,Mills,Goldthwaite,"4,936","1,941.89",749.768,+31.494889°,–98.594623°
2691,TX,48335,Mitchell,Colorado City,"9,403","2,372.20",915.912,+32.303781°,–100.924580°
2692,TX,48337,Montague,Montague,"19,719","2,430.12",938.276,+33.676289°,–97.724747°
2693,TX,48339,Montgomery,Conroe,"455,746","2,789.10","1,076.88",+30.302364°,–95.503523°
2694,TX,48341,Moore,Dumas,"21,904","2,355.91",909.621,+35.835676°,–101.890502°
2695,TX,48343,Morris,Daingerfield,"12,934",670.031,258.701,+33.116466°,–94.731265°
2696,TX,48345,Motley,Matador,"1,210","2,563.60",989.81,+34.058383°,–100.793696°
2697,TX,48347,Nacogdoches,Nacogdoches,"64,524","2,541.27",981.188,+31.620560°,–94.620250°
2698,TX,48349,Navarro,Corsicana,"47,735","2,812.56","1,085.94",+32.048450°,–96.476908°
2699,TX,48351,Newton,Newton,"14,445","2,433.89",939.728,+30.786718°,–93.739250°
2700,TX,48353,Nolan,Sweetwater,"15,216","2,367.11",913.948,+32.312338°,–100.418108°
2701,TX,48355,Nueces,Corpus Christi,"340,223","3,018.89","1,165.60",+27.739406°,–97.521643°
2702,TX,48357,Ochiltree,Perryton,"10,223","2,377.97",918.141,+36.278744°,–100.815864°
2703,TX,48359,Oldham,Vega,"2,052","3,888.70","1,501.44",+35.401921°,–102.597620°
2704,TX,48361,Orange,Orange,"81,837",982.977,379.53,+30.120918°,–93.893358°
2705,TX,48363,Palo Pinto,Palo Pinto,"28,111","2,552.46",985.509,+32.752210°,–98.317974°
2706,TX,48365,Panola,Carthage,"23,796","2,127.17",821.303,+32.163978°,–94.305156°
2707,TX,48367,Parker,Weatherford,"116,927","2,357.13",910.094,+32.777096°,–97.805905°
2708,TX,48369,Parmer,Farwell,"10,269","2,292.55",885.158,+34.532163°,–102.784853°
2709,TX,48371,Pecos,Fort Stockton,"15,507","12,340.84","4,764.83",+30.770894°,–102.719860°
2710,TX,48373,Polk,Livingston,"45,413","2,874.01","1,109.66",+30.784553°,–94.837338°
2711,TX,48375,Potter,Amarillo,"121,073","2,387.94",921.99,+35.398675°,–101.893804°
2712,TX,48377,Presidio,Marfa,"7,818","9,986.79","3,855.92",+30.005891°,–104.261619°
2713,TX,48379,Rains,Emory,"10,914",670.36,258.828,+32.870580°,–95.795440°
2714,TX,48381,Randall,Canyon,"120,725","2,389.08",922.429,+34.962529°,–101.895547°
2715,TX,48383,Reagan,Big Lake,"3,367","3,045.81","1,175.99",+31.372895°,–101.513901°
2716,TX,48385,Real,Leakey,"3,309","1,813.25",700.101,+29.823030°,–99.805303°
2717,TX,48387,Red River,Clarksville,"12,860","2,736.93","1,056.74",+33.619626°,–95.048429°
2718,TX,48389,Reeves,Pecos,"13,783","6,842.99","2,642.09",+31.308366°,–103.712706°
2719,TX,48391,Refugio,Refugio,"7,383","2,119.24",818.243,+28.312496°,–97.160479°
2720,TX,48393,Roberts,Miami,929,"2,393.65",924.192,+35.836216°,–100.807555°
2721,TX,48395,Robertson,Franklin,"16,622","2,241.26",865.353,+31.025481°,–96.514941°
2722,TX,48397,Rockwall,Rockwall,"78,337",385.175,148.717,+32.889216°,–96.407501°
2723,TX,48399,Runnels,Ballinger,"10,501","2,737.86","1,057.10",+31.833311°,–99.967856°
2724,TX,48401,Rusk,Henderson,"53,330","2,430.46",938.407,+32.109423°,–94.756382°
2725,TX,48403,Sabine,Hemphill,"10,834","1,493.52",576.65,+31.343300°,–93.851913°
2726,TX,48405,San Augustine,San Augustine,"8,865","1,534.04",592.297,+31.382449°,–94.163180°
2727,TX,48407,San Jacinto,Coldspring,"26,384","1,626.28",627.911,+30.574218°,–95.162852°
2728,TX,48409,San Patricio,Sinton,"64,804","1,833.57",707.945,+28.011782°,–97.517165°
2729,TX,48411,San Saba,San Saba,"6,131","2,948.48","1,138.41",+31.155138°,–98.819292°
2730,TX,48413,Schleicher,Eldorado,"3,461","3,394.60","1,310.66",+30.896233°,–100.527216°
2731,TX,48415,Scurry,Snyder,"16,921","2,350.53",907.544,+32.744462°,–100.913399°
2732,TX,48417,Shackelford,Albany,"3,378","2,371.26",915.548,+32.743788°,–99.347045°
2733,TX,48419,Shelby,Center,"25,448","2,161.65",834.617,+31.790137°,–94.142565°
2734,TX,48421,Sherman,Stratford,"3,034","2,391.08",923.201,+36.277628°,–101.894716°
2735,TX,48423,Smith,Tyler,"209,714","2,459.77",949.721,+32.377093°,–95.269630°
2736,TX,48425,Somervell,Glen Rose,"8,490",497.16,191.954,+32.217942°,–97.769211°
2737,TX,48427,Starr,Rio Grande City,"60,968","3,183.32","1,229.09",+26.546335°,–98.715803°
2738,TX,48429,Stephens,Breckenridge,"9,630","2,386.63",921.481,+32.731531°,–98.840081°
2739,TX,48431,Sterling,Sterling City,"1,143","2,391.90",923.516,+31.835774°,–101.054911°
2740,TX,48433,Stonewall,Aspermont,"1,490","2,383.42",920.243,+33.179580°,–100.253807°
2741,TX,48435,Sutton,Sonora,"4,128","3,766.93","1,454.42",+30.517865°,–100.505395°
2742,TX,48437,Swisher,Tulia,"7,854","2,332.78",900.691,+34.530460°,–101.732852°
2743,TX,48439,Tarrant,Fort Worth,"1,809,034","2,336.96",902.304,+32.772040°,–97.291291°
2744,TX,48441,Taylor,Abilene,"131,506","2,380.99",919.305,+32.295684°,–99.893220°
2745,TX,48443,Terrell,Sanderson,984,"6,107.36","2,358.07",+30.232332°,–102.072539°
2746,TX,48445,Terry,Brownfield,"12,651","2,307.53",890.941,+33.171229°,–102.339284°
2747,TX,48447,Throckmorton,Throckmorton,"1,641","2,371.09",915.481,+33.170712°,–99.206137°
